TIMESTAMP,peva,prcp,pres,spfh,srad,lrad,tair,ugrd,vgrd
01-Jun-1980 09:00:00,0.0239858641917327,0,99750.1891513029,0.0151837728208087,0,389.152598503619,22.5419292784065,1.51525531738556,4.65895835265627
01-Jun-1980 10:00:00,0.0422184176391258,0,99783.9330225884,0.0151903232537796,0,389.152598503619,22.6077895071637,1.46350414848081,4.80952285200381
01-Jun-1980 11:00:00,0.0422184176391258,0,99817.6393240395,0.0151971028472381,33.5626146624436,389.152598503619,22.6800828476066,1.41989610999382,4.96505324856285
01-Jun-1980 12:00:00,0.0422184176391258,1.82621920717427,99851.7221580608,0.0152037833844825,174.758179939383,410.297072678988,22.7537130574318,1.36847010097758,5.12080321296328
01-Jun-1980 13:00:00,0.437015395324707,0.0165242199828527,99782.7905727895,0.0158528997297978,305.274983903512,410.298931292269,24.1446403956553,2.72955666298248,5.86712138622764
01-Jun-1980 14:00:00,0.437015395324707,0.0268686506634413,99713.9577120813,0.0165019603840954,470.931087161053,410.307406932653,25.5406677630844,4.08943666907774,6.60661655197623
01-Jun-1980 15:00:00,0.437015395324707,0.0174646236819383,99645.0719696637,0.0171508832776922,680.054290019438,399.788551293009,26.9367661840938,5.45227451985726,7.35140273270092
01-Jun-1980 16:00:00,0.915459859675636,0.0200171449694742,99652.2443305478,0.0169490801106809,800.931322781072,399.790084425933,28.0118020338389,5.52238581390816,7.27129720657787
01-Jun-1980 17:00:00,0.915459859675636,0.0123595798556974,99659.3008892753,0.0167473596031765,895.48979987395,399.798561058634,29.0871143440529,5.58688141506672,7.1927232691915
01-Jun-1980 18:00:00,0.915459859675636,0.00597827476010399,99666.3572605607,0.0165452891763269,914.139740598059,406.221621678746,30.1673713009981,5.65170179818562,7.11933467133007
01-Jun-1980 19:00:00,1.0137363856472,0,99610.0403602773,0.016295198410481,876.790986318206,406.221621678746,30.3188201181145,5.09246377964457,7.5507609783305
01-Jun-1980 20:00:00,1.0137363856472,0,99553.6875123179,0.0160446824689086,808.487523825581,406.221621678746,30.4689945810051,4.54136867064942,7.9837188690322
01-Jun-1980 21:00:00,1.0137363856472,0,99497.3407722,0.0157944099366103,721.01854965668,397.219359005196,30.6257091732903,3.98213057907421,8.41514432136701
01-Jun-1980 22:00:00,0.599038756689457,0,99477.9560571999,0.0158269887813044,529.197126211141,397.21760609504,29.8257157138176,3.72059302659439,7.77639706042878
01-Jun-1980 23:00:00,0.599038756689457,0,99458.8670841929,0.0158595764188023,346.799324884304,397.21760609504,29.0257030697746,3.45905544534999,7.12972553512168
02-Jun-1980 00:00:00,0.599038756689457,0.010747461016078,99439.3634584023,0.0158922111206541,117.447260408904,390.559054684359,28.2238566635246,3.19904949207641,6.48944654441388
02-Jun-1980 01:00:00,0.0852724688309326,0,99478.9686514918,0.0158187693927936,4.67024720842177,390.552351460967,26.9175277584731,2.85702722986496,6.40248748512627
02-Jun-1980 02:00:00,0.0852724688309326,0,99518.9027705478,0.0157452822969074,0,390.550924031169,25.6096660427637,2.50806848705546,6.31432198138583
02-Jun-1980 03:00:00,0.0852724688309326,0,99558.7607823873,0.015671721334318,0,400.167430099964,24.2966349066391,2.16429520366342,6.23112263762699
02-Jun-1980 04:00:00,0.0388133942044465,0,99595.3844142623,0.0156254797330289,0,400.167430099964,23.9493736076752,2.40848544346834,5.94441387263523
02-Jun-1980 05:00:00,0.0388133942044465,0.00564241656425252,99632.19133181,0.0155795978282612,0,400.167104619607,23.6035444126955,2.65563337182029,5.65770503460932
02-Jun-1980 06:00:00,0.0388133942044465,0,99669.2310250529,0.0155334249730729,0,381.645863952784,23.2514385036217,2.90103010184231,5.36957019979416
02-Jun-1980 07:00:00,0.0146131809644639,0,99639.8338625884,0.0152375885829255,0,381.644112034946,22.7873801950527,3.15252421196941,5.12046234382786
02-Jun-1980 08:00:00,0.0146131809644639,0,99610.1700334023,0.0149419943447358,0,381.644112034946,22.331772675793,3.40777781471168,4.87288601906904
02-Jun-1980 09:00:00,0.0146131809644639,0,99580.7589505962,0.0146462136318921,0,382.168932696827,21.8709950660654,3.66598911524817,4.6301700046097
02-Jun-1980 10:00:00,0.039708583230348,0.00483635714444281,99634.6177403952,0.0146061830949538,0,382.168932696827,21.9570640857274,3.54944313604549,4.66601724479108
02-Jun-1980 11:00:00,0.039708583230348,0.010747461016078,99688.3720898526,0.0145659974508193,32.2268040524018,382.168932696827,22.048438424242,3.43818843506074,4.70672495903333
02-Jun-1980 12:00:00,0.039708583230348,0.0180019957943654,99742.2258859015,0.0145257026244194,134.4957779913,404.553022347762,22.136365064867,3.32682798429725,4.74082104263664
02-Jun-1980 13:00:00,0.340845849219683,0,99711.3545744279,0.0149855923577703,234.575999151039,404.554879968725,23.4061912453092,3.76721291551866,5.01885281575493
02-Jun-1980 14:00:00,0.340845849219683,0,99680.3964481779,0.0154451566070282,361.689045303762,404.563010621915,24.6745933555549,4.20716691643275,5.29016734031231
02-Jun-1980 15:00:00,0.340845849219683,0,99649.8011389208,0.0159050950264802,590.214880322389,406.006472908878,25.9511217670701,4.64602030931652,5.56148172383678
02-Jun-1980 16:00:00,0.797909540672384,0,99665.6278537553,0.0163717687458263,695.076685415942,406.014619709302,27.282759973608,4.62526447399536,5.85197800652029
02-Jun-1980 17:00:00,0.797909540672384,0,99680.9552814208,0.0168383872200768,777.18331768414,406.014944197341,28.6214312358151,4.61155064865509,6.14919151722434
02-Jun-1980 18:00:00,0.797909540672384,0,99696.7951442623,0.0173050496611651,929.925118190217,403.053397577741,29.9583439213619,4.59740645947785,6.44121978741212
02-Jun-1980 19:00:00,0.965252964745136,0,99669.8324847816,0.0172414748614488,892.128441112052,403.05482500754,30.2779200620979,4.43122565005809,6.67454836104097
02-Jun-1980 20:00:00,0.965252964745136,0,99642.5292404066,0.0171776502348819,822.899727606163,403.05482500754,30.5976334158551,4.26351316839792,6.90094038607301
02-Jun-1980 21:00:00,0.965252964745136,0,99615.2890289208,0.017114114966017,702.4298443566,393.981972596076,30.9239131022479,4.10404962304403,7.12765750832929
02-Jun-1980 22:00:00,0.549933972732561,0,99577.9516482958,0.0169075975078564,515.979258838568,393.981972596076,30.0876370176643,3.82094032390126,6.78219290749921
02-Jun-1980 23:00:00,0.549933972732561,0,99540.6256637553,0.0167011968123696,338.725850295828,393.975269372685,29.259476223608,3.54301667683024,6.42858468852592
03-Jun-1980 00:00:00,0.549933972732561,0,99503.3704580123,0.0164946614308778,83.4050562560524,399.941779304166,28.4246590787192,3.26662470199961,6.08169410137616
03-Jun-1980 01:00:00,0.0737008059853012,0,99560.6211518455,0.0160900246844554,4.07394723621726,399.941779304166,27.1007523739738,3.04923739652969,5.76595825061312
03-Jun-1980 02:00:00,0.0737008059853012,0,99617.6988145465,0.0156851583650066,0,399.940027386328,25.7771167854592,2.83714121164576,5.44989756036056
03-Jun-1980 03:00:00,0.0737008059853012,0,99675.1182094642,0.0152803735490187,0,385.477370845766,24.4535607344115,2.62647110685542,5.1338365548441
03-Jun-1980 04:00:00,0.0242230947190269,0,99719.7593414223,0.0151375980719951,0,385.475943415967,23.9137465326156,2.73090080141261,5.12787516571324
03-Jun-1980 05:00:00,0.0242230947190269,0,99764.8538664578,0.0149947103021155,0,385.469240192576,23.372377706424,2.84247822063599,5.12334009367091
03-Jun-1980 06:00:00,0.0242230947190269,0,99809.4961950075,0.0148516051218841,0,378.866446442319,22.8325534862041,2.95548191410198,5.1255220909231
03-Jun-1980 07:00:00,0.0053112583140627,0,99823.1136365409,0.0147179945050526,0,378.86502336444,22.4371854149151,3.13009354491299,4.59280602607161
03-Jun-1980 08:00:00,0.0053112583140627,0,99837.2291268825,0.0145846093125337,0,378.86502336444,22.0335843469133,3.30317345811998,4.0638496242551
03-Jun-1980 09:00:00,0.0053112583140627,0,99850.8385018825,0.0144512292704522,0,395.422956172484,21.6378012393754,3.47625349495953,3.53817604873935
03-Jun-1980 10:00:00,0.0345452052849814,0,99909.420532472,0.0146693489699834,0,395.423281652841,21.9856114433463,3.19284836400117,3.37512431122185
03-Jun-1980 11:00:00,0.0345452052849814,0,99967.9125336389,0.0148877990285901,33.892969557572,395.430005375387,22.3316402164262,2.90791158956702,3.22054076577696
